"disease","year","age","country","country_name","cohort_size","hepb_deaths_acute","hepb_deaths_total_cirrh","hepb_deaths_hcc","hepb_cases_acute_symp","hepb_cases_acute_fulminant","hepb_cases_chronic","hepb_infections_chronic","dalys","prev_HBsAg"
"HepB",2025,9,"IND","India","","","","","","","","","",""
"HepB",2026,9,"IND","India","","","","","","","","","",""
"HepB",2027,9,"IND","India","","","","","","","","","",""
"HepB",2028,9,"IND","India","","","","","","","","","",""
"HepB",2029,9,"IND","India","","","","","","","","","",""
"HepB",2030,9,"IND","India","","","","","","","","","",""
"HepB",2031,9,"IND","India","","","","","","","","","",""
"HepB",2032,9,"IND","India","","","","","","","","","",""
"HepB",2033,9,"IND","India","","","","","","","","","",""
"HepB",2034,9,"IND","India","","","","","","","","","",""
"HepB",2035,9,"IND","India","","","","","","","","","",""
"HepB",2036,9,"IND","India","","","","","","","","","",""
"HepB",2037,9,"IND","India","","","","","","","","","",""
"HepB",2038,9,"IND","India","","","","","","","","","",""
"HepB",2039,9,"IND","India","","","","","","","","","",""
"HepB",2040,9,"IND","India","","","","","","","","","",""
"HepB",2041,9,"IND","India","","","","","","","","","",""
"HepB",2042,9,"IND","India","","","","","","","","","",""
"HepB",2043,9,"IND","India","","","","","","","","","",""
"HepB",2044,9,"IND","India","","","","","","","","","",""
"HepB",2045,9,"IND","India","","","","","","","","","",""
"HepB",2046,9,"IND","India","","","","","","","","","",""
"HepB",2047,9,"IND","India","","","","","","","","","",""
"HepB",2048,9,"IND","India","","","","","","","","","",""
"HepB",2049,9,"IND","India","","","","","","","","","",""
"HepB",2050,9,"IND","India","","","","","","","","","",""
"HepB",2051,9,"IND","India","","","","","","","","","",""
"HepB",2052,9,"IND","India","","","","","","","","","",""
"HepB",2053,9,"IND","India","","","","","","","","","",""
"HepB",2054,9,"IND","India","","","","","","","","","",""
"HepB",2055,9,"IND","India","","","","","","","","","",""
"HepB",2056,9,"IND","India","","","","","","","","","",""
"HepB",2057,9,"IND","India","","","","","","","","","",""
"HepB",2058,9,"IND","India","","","","","","","","","",""
"HepB",2059,9,"IND","India","","","","","","","","","",""
"HepB",2060,9,"IND","India","","","","","","","","","",""
"HepB",2061,9,"IND","India","","","","","","","","","",""
"HepB",2062,9,"IND","India","","","","","","","","","",""
"HepB",2063,9,"IND","India","","","","","","","","","",""
"HepB",2064,9,"IND","India","","","","","","","","","",""
"HepB",2065,9,"IND","India","","","","","","","","","",""
"HepB",2066,9,"IND","India","","","","","","","","","",""
"HepB",2067,9,"IND","India","","","","","","","","","",""
"HepB",2068,9,"IND","India","","","","","","","","","",""
"HepB",2069,9,"IND","India","","","","","","","","","",""
"HepB",2070,9,"IND","India","","","","","","","","","",""
"HepB",2071,9,"IND","India","","","","","","","","","",""
"HepB",2072,9,"IND","India","","","","","","","","","",""
"HepB",2073,9,"IND","India","","","","","","","","","",""
"HepB",2074,9,"IND","India","","","","","","","","","",""
"HepB",2075,9,"IND","India","","","","","","","","","",""
"HepB",2076,9,"IND","India","","","","","","","","","",""
"HepB",2077,9,"IND","India","","","","","","","","","",""
"HepB",2078,9,"IND","India","","","","","","","","","",""
"HepB",2079,9,"IND","India","","","","","","","","","",""
"HepB",2080,9,"IND","India","","","","","","","","","",""
"HepB",2081,9,"IND","India","","","","","","","","","",""
"HepB",2082,9,"IND","India","","","","","","","","","",""
"HepB",2083,9,"IND","India","","","","","","","","","",""
"HepB",2084,9,"IND","India","","","","","","","","","",""
"HepB",2085,9,"IND","India","","","","","","","","","",""
"HepB",2086,9,"IND","India","","","","","","","","","",""
"HepB",2087,9,"IND","India","","","","","","","","","",""
"HepB",2088,9,"IND","India","","","","","","","","","",""
"HepB",2089,9,"IND","India","","","","","","","","","",""
"HepB",2090,9,"IND","India","","","","","","","","","",""
"HepB",2091,9,"IND","India","","","","","","","","","",""
"HepB",2092,9,"IND","India","","","","","","","","","",""
"HepB",2093,9,"IND","India","","","","","","","","","",""
"HepB",2094,9,"IND","India","","","","","","","","","",""
"HepB",2095,9,"IND","India","","","","","","","","","",""
"HepB",2096,9,"IND","India","","","","","","","","","",""
"HepB",2097,9,"IND","India","","","","","","","","","",""
"HepB",2098,9,"IND","India","","","","","","","","","",""
"HepB",2099,9,"IND","India","","","","","","","","","",""
"HepB",2100,9,"IND","India","","","","","","","","","",""
"HepB",2000,10,"IND","India","","","","","","","","","",""
"HepB",2001,10,"IND","India","","","","","","","","","",""
"HepB",2002,10,"IND","India","","","","","","","","","",""
"HepB",2003,10,"IND","India","","","","","","","","","",""
"HepB",2004,10,"IND","India","","","","","","","","","",""
"HepB",2005,10,"IND","India","","","","","","","","","",""
"HepB",2006,10,"IND","India","","","","","","","","","",""
"HepB",2007,10,"IND","India","","","","","","","","","",""
"HepB",2008,10,"IND","India","","","","","","","","","",""
"HepB",2009,10,"IND","India","","","","","","","","","",""
"HepB",2010,10,"IND","India","","","","","","","","","",""
"HepB",2011,10,"IND","India","","","","","","","","","",""
"HepB",2012,10,"IND","India","","","","","","","","","",""
"HepB",2013,10,"IND","India","","","","","","","","","",""
"HepB",2014,10,"IND","India","","","","","","","","","",""
"HepB",2015,10,"IND","India","","","","","","","","","",""
"HepB",2016,10,"IND","India","","","","","","","","","",""
"HepB",2017,10,"IND","India","","","","","","","","","",""
"HepB",2018,10,"IND","India","","","","","","","","","",""
"HepB",2019,10,"IND","India","","","","","","","","","",""
"HepB",2020,10,"IND","India","","","","","","","","","",""
"HepB",2021,10,"IND","India","","","","","","","","","",""
"HepB",2022,10,"IND","India","","","","","","","","","",""
"HepB",2023,10,"IND","India","","","","","","","","","",""
"HepB",2024,10,"IND","India","","","","","","","","","",""
"HepB",2025,10,"IND","India","","","","","","","","","",""
"HepB",2026,10,"IND","India","","","","","","","","","",""
"HepB",2027,10,"IND","India","","","","","","","","","",""
"HepB",2028,10,"IND","India","","","","","","","","","",""
"HepB",2029,10,"IND","India","","","","","","","","","",""
"HepB",2030,10,"IND","India","","","","","","","","","",""
"HepB",2031,10,"IND","India","","","","","","","","","",""
"HepB",2032,10,"IND","India","","","","","","","","","",""
"HepB",2033,10,"IND","India","","","","","","","","","",""
"HepB",2034,10,"IND","India","","","","","","","","","",""
"HepB",2035,10,"IND","India","","","","","","","","","",""
"HepB",2036,10,"IND","India","","","","","","","","","",""
"HepB",2037,10,"IND","India","","","","","","","","","",""
"HepB",2038,10,"IND","India","","","","","","","","","",""
"HepB",2039,10,"IND","India","","","","","","","","","",""
"HepB",2040,10,"IND","India","","","","","","","","","",""
"HepB",2041,10,"IND","India","","","","","","","","","",""
"HepB",2042,10,"IND","India","","","","","","","","","",""
"HepB",2043,10,"IND","India","","","","","","","","","",""
"HepB",2044,10,"IND","India","","","","","","","","","",""
"HepB",2045,10,"IND","India","","","","","","","","","",""
"HepB",2046,10,"IND","India","","","","","","","","","",""
"HepB",2047,10,"IND","India","","","","","","","","","",""
"HepB",2048,10,"IND","India","","","","","","","","","",""
"HepB",2049,10,"IND","India","","","","","","","","","",""
"HepB",2050,10,"IND","India","","","","","","","","","",""
"HepB",2051,10,"IND","India","","","","","","","","","",""
"HepB",2052,10,"IND","India","","","","","","","","","",""
"HepB",2053,10,"IND","India","","","","","","","","","",""
"HepB",2054,10,"IND","India","","","","","","","","","",""
"HepB",2055,10,"IND","India","","","","","","","","","",""
"HepB",2056,10,"IND","India","","","","","","","","","",""
"HepB",2057,10,"IND","India","","","","","","","","","",""
"HepB",2058,10,"IND","India","","","","","","","","","",""
"HepB",2059,10,"IND","India","","","","","","","","","",""
"HepB",2060,10,"IND","India","","","","","","","","","",""
"HepB",2061,10,"IND","India","","","","","","","","","",""
"HepB",2062,10,"IND","India","","","","","","","","","",""
"HepB",2063,10,"IND","India","","","","","","","","","",""
"HepB",2064,10,"IND","India","","","","","","","","","",""
"HepB",2065,10,"IND","India","","","","","","","","","",""
"HepB",2066,10,"IND","India","","","","","","","","","",""
"HepB",2067,10,"IND","India","","","","","","","","","",""
"HepB",2068,10,"IND","India","","","","","","","","","",""
"HepB",2069,10,"IND","India","","","","","","","","","",""
"HepB",2070,10,"IND","India","","","","","","","","","",""
"HepB",2071,10,"IND","India","","","","","","","","","",""
"HepB",2072,10,"IND","India","","","","","","","","","",""
"HepB",2073,10,"IND","India","","","","","","","","","",""
"HepB",2074,10,"IND","India","","","","","","","","","",""
"HepB",2075,10,"IND","India","","","","","","","","","",""
"HepB",2076,10,"IND","India","","","","","","","","","",""
"HepB",2077,10,"IND","India","","","","","","","","","",""
"HepB",2078,10,"IND","India","","","","","","","","","",""
"HepB",2079,10,"IND","India","","","","","","","","","",""
"HepB",2080,10,"IND","India","","","","","","","","","",""
"HepB",2081,10,"IND","India","","","","","","","","","",""
"HepB",2082,10,"IND","India","","","","","","","","","",""
"HepB",2083,10,"IND","India","","","","","","","","","",""
"HepB",2084,10,"IND","India","","","","","","","","","",""
"HepB",2085,10,"IND","India","","","","","","","","","",""
"HepB",2086,10,"IND","India","","","","","","","","","",""
"HepB",2087,10,"IND","India","","","","","","","","","",""
"HepB",2088,10,"IND","India","","","","","","","","","",""
"HepB",2089,10,"IND","India","","","","","","","","","",""
"HepB",2090,10,"IND","India","","","","","","","","","",""
"HepB",2091,10,"IND","India","","","","","","","","","",""
"HepB",2092,10,"IND","India","","","","","","","","","",""
"HepB",2093,10,"IND","India","","","","","","","","","",""
"HepB",2094,10,"IND","India","","","","","","","","","",""
"HepB",2095,10,"IND","India","","","","","","","","","",""
"HepB",2096,10,"IND","India","","","","","","","","","",""
"HepB",2097,10,"IND","India","","","","","","","","","",""
"HepB",2098,10,"IND","India","","","","","","","","","",""
"HepB",2099,10,"IND","India","","","","","","","","","",""
"HepB",2100,10,"IND","India","","","","","","","","","",""
"HepB",2000,11,"IND","India","","","","","","","","","",""
"HepB",2001,11,"IND","India","","","","","","","","","",""
"HepB",2002,11,"IND","India","","","","","","","","","",""
"HepB",2003,11,"IND","India","","","","","","","","","",""
"HepB",2004,11,"IND","India","","","","","","","","","",""
"HepB",2005,11,"IND","India","","","","","","","","","",""
"HepB",2006,11,"IND","India","","","","","","","","","",""
"HepB",2007,11,"IND","India","","","","","","","","","",""
"HepB",2008,11,"IND","India","","","","","","","","","",""
"HepB",2009,11,"IND","India","","","","","","","","","",""
"HepB",2010,11,"IND","India","","","","","","","","","",""
"HepB",2011,11,"IND","India","","","","","","","","","",""
"HepB",2012,11,"IND","India","","","","","","","","","",""
"HepB",2013,11,"IND","India","","","","","","","","","",""
"HepB",2014,11,"IND","India","","","","","","","","","",""
"HepB",2015,11,"IND","India","","","","","","","","","",""
"HepB",2016,11,"IND","India","","","","","","","","","",""
"HepB",2017,11,"IND","India","","","","","","","","","",""
"HepB",2018,11,"IND","India","","","","","","","","","",""
"HepB",2019,11,"IND","India","","","","","","","","","",""
"HepB",2020,11,"IND","India","","","","","","","","","",""
"HepB",2021,11,"IND","India","","","","","","","","","",""
"HepB",2022,11,"IND","India","","","","","","","","","",""
"HepB",2023,11,"IND","India","","","","","","","","","",""
"HepB",2024,11,"IND","India","","","","","","","","","",""
"HepB",2025,11,"IND","India","","","","","","","","","",""
"HepB",2026,11,"IND","India","","","","","","","","","",""
"HepB",2027,11,"IND","India","","","","","","","","","",""
"HepB",2028,11,"IND","India","","","","","","","","","",""
"HepB",2029,11,"IND","India","","","","","","","","","",""
"HepB",2030,11,"IND","India","","","","","","","","","",""
"HepB",2031,11,"IND","India","","","","","","","","","",""
"HepB",2032,11,"IND","India","","","","","","","","","",""
"HepB",2033,11,"IND","India","","","","","","","","","",""
"HepB",2034,11,"IND","India","","","","","","","","","",""
"HepB",2035,11,"IND","India","","","","","","","","","",""
"HepB",2036,11,"IND","India","","","","","","","","","",""
"HepB",2037,11,"IND","India","","","","","","","","","",""
"HepB",2038,11,"IND","India","","","","","","","","","",""
"HepB",2039,11,"IND","India","","","","","","","","","",""
"HepB",2040,11,"IND","India","","","","","","","","","",""
"HepB",2041,11,"IND","India","","","","","","","","","",""
"HepB",2042,11,"IND","India","","","","","","","","","",""
"HepB",2043,11,"IND","India","","","","","","","","","",""
"HepB",2044,11,"IND","India","","","","","","","","","",""
"HepB",2045,11,"IND","India","","","","","","","","","",""
"HepB",2046,11,"IND","India","","","","","","","","","",""
"HepB",2047,11,"IND","India","","","","","","","","","",""
"HepB",2048,11,"IND","India","","","","","","","","","",""
"HepB",2049,11,"IND","India","","","","","","","","","",""
"HepB",2050,11,"IND","India","","","","","","","","","",""
"HepB",2051,11,"IND","India","","","","","","","","","",""
"HepB",2052,11,"IND","India","","","","","","","","","",""
"HepB",2053,11,"IND","India","","","","","","","","","",""
"HepB",2054,11,"IND","India","","","","","","","","","",""
"HepB",2055,11,"IND","India","","","","","","","","","",""
"HepB",2056,11,"IND","India","","","","","","","","","",""
"HepB",2057,11,"IND","India","","","","","","","","","",""
"HepB",2058,11,"IND","India","","","","","","","","","",""
"HepB",2059,11,"IND","India","","","","","","","","","",""
"HepB",2060,11,"IND","India","","","","","","","","","",""
"HepB",2061,11,"IND","India","","","","","","","","","",""
"HepB",2062,11,"IND","India","","","","","","","","","",""
"HepB",2063,11,"IND","India","","","","","","","","","",""
"HepB",2064,11,"IND","India","","","","","","","","","",""
"HepB",2065,11,"IND","India","","","","","","","","","",""
"HepB",2066,11,"IND","India","","","","","","","","","",""
"HepB",2067,11,"IND","India","","","","","","","","","",""
"HepB",2068,11,"IND","India","","","","","","","","","",""
"HepB",2069,11,"IND","India","","","","","","","","","",""
"HepB",2070,11,"IND","India","","","","","","","","","",""
"HepB",2071,11,"IND","India","","","","","","","","","",""
"HepB",2072,11,"IND","India","","","","","","","","","",""
"HepB",2073,11,"IND","India","","","","","","","","","",""
"HepB",2074,11,"IND","India","","","","","","","","","",""
"HepB",2075,11,"IND","India","","","","","","","","","",""
"HepB",2076,11,"IND","India","","","","","","","","","",""
"HepB",2077,11,"IND","India","","","","","","","","","",""
"HepB",2078,11,"IND","India","","","","","","","","","",""
"HepB",2079,11,"IND","India","","","","","","","","","",""
"HepB",2080,11,"IND","India","","","","","","","","","",""
"HepB",2081,11,"IND","India","","","","","","","","","",""
"HepB",2082,11,"IND","India","","","","","","","","","",""
"HepB",2083,11,"IND","India","","","","","","","","","",""
"HepB",2084,11,"IND","India","","","","","","","","","",""
"HepB",2085,11,"IND","India","","","","","","","","","",""
"HepB",2086,11,"IND","India","","","","","","","","","",""
"HepB",2087,11,"IND","India","","","","","","","","","",""
"HepB",2088,11,"IND","India","","","","","","","","","",""
"HepB",2089,11,"IND","India","","","","","","","","","",""
"HepB",2090,11,"IND","India","","","","","","","","","",""
"HepB",2091,11,"IND","India","","","","","","","","","",""
"HepB",2092,11,"IND","India","","","","","","","","","",""
"HepB",2093,11,"IND","India","","","","","","","","","",""
"HepB",2094,11,"IND","India","","","","","","","","","",""
"HepB",2095,11,"IND","India","","","","","","","","","",""
"HepB",2096,11,"IND","India","","","","","","","","","",""
"HepB",2097,11,"IND","India","","","","","","","","","",""
"HepB",2098,11,"IND","India","","","","","","","","","",""
"HepB",2099,11,"IND","India","","","","","","","","","",""
"HepB",2100,11,"IND","India","","","","","","","","","",""
"HepB",2000,12,"IND","India","","","","","","","","","",""
"HepB",2001,12,"IND","India","","","","","","","","","",""
"HepB",2002,12,"IND","India","","","","","","","","","",""
"HepB",2003,12,"IND","India","","","","","","","","","",""
"HepB",2004,12,"IND","India","","","","","","","","","",""
"HepB",2005,12,"IND","India","","","","","","","","","",""
"HepB",2006,12,"IND","India","","","","","","","","","",""
"HepB",2007,12,"IND","India","","","","","","","","","",""
"HepB",2008,12,"IND","India","","","","","","","","","",""
"HepB",2009,12,"IND","India","","","","","","","","","",""
"HepB",2010,12,"IND","India","","","","","","","","","",""
"HepB",2011,12,"IND","India","","","","","","","","","",""
"HepB",2012,12,"IND","India","","","","","","","","","",""
"HepB",2013,12,"IND","India","","","","","","","","","",""
"HepB",2014,12,"IND","India","","","","","","","","","",""
"HepB",2015,12,"IND","India","","","","","","","","","",""
"HepB",2016,12,"IND","India","","","","","","","","","",""
"HepB",2017,12,"IND","India","","","","","","","","","",""
"HepB",2018,12,"IND","India","","","","","","","","","",""
"HepB",2019,12,"IND","India","","","","","","","","","",""
"HepB",2020,12,"IND","India","","","","","","","","","",""
"HepB",2021,12,"IND","India","","","","","","","","","",""
"HepB",2022,12,"IND","India","","","","","","","","","",""
"HepB",2023,12,"IND","India","","","","","","","","","",""
"HepB",2024,12,"IND","India","","","","","","","","","",""
"HepB",2025,12,"IND","India","","","","","","","","","",""
"HepB",2026,12,"IND","India","","","","","","","","","",""
"HepB",2027,12,"IND","India","","","","","","","","","",""
"HepB",2028,12,"IND","India","","","","","","","","","",""
"HepB",2029,12,"IND","India","","","","","","","","","",""
"HepB",2030,12,"IND","India","","","","","","","","","",""
"HepB",2031,12,"IND","India","","","","","","","","","",""
"HepB",2032,12,"IND","India","","","","","","","","","",""
"HepB",2033,12,"IND","India","","","","","","","","","",""
"HepB",2034,12,"IND","India","","","","","","","","","",""
"HepB",2035,12,"IND","India","","","","","","","","","",""
"HepB",2036,12,"IND","India","","","","","","","","","",""
"HepB",2037,12,"IND","India","","","","","","","","","",""
"HepB",2038,12,"IND","India","","","","","","","","","",""
"HepB",2039,12,"IND","India","","","","","","","","","",""
"HepB",2040,12,"IND","India","","","","","","","","","",""
"HepB",2041,12,"IND","India","","","","","","","","","",""
"HepB",2042,12,"IND","India","","","","","","","","","",""
"HepB",2043,12,"IND","India","","","","","","","","","",""
"HepB",2044,12,"IND","India","","","","","","","","","",""
"HepB",2045,12,"IND","India","","","","","","","","","",""
"HepB",2046,12,"IND","India","","","","","","","","","",""
"HepB",2047,12,"IND","India","","","","","","","","","",""
"HepB",2048,12,"IND","India","","","","","","","","","",""
"HepB",2049,12,"IND","India","","","","","","","","","",""
"HepB",2050,12,"IND","India","","","","","","","","","",""
"HepB",2051,12,"IND","India","","","","","","","","","",""
"HepB",2052,12,"IND","India","","","","","","","","","",""
"HepB",2053,12,"IND","India","","","","","","","","","",""
"HepB",2054,12,"IND","India","","","","","","","","","",""
"HepB",2055,12,"IND","India","","","","","","","","","",""
"HepB",2056,12,"IND","India","","","","","","","","","",""
"HepB",2057,12,"IND","India","","","","","","","","","",""
"HepB",2058,12,"IND","India","","","","","","","","","",""
"HepB",2059,12,"IND","India","","","","","","","","","",""
"HepB",2060,12,"IND","India","","","","","","","","","",""
"HepB",2061,12,"IND","India","","","","","","","","","",""
"HepB",2062,12,"IND","India","","","","","","","","","",""
"HepB",2063,12,"IND","India","","","","","","","","","",""
"HepB",2064,12,"IND","India","","","","","","","","","",""
"HepB",2065,12,"IND","India","","","","","","","","","",""
"HepB",2066,12,"IND","India","","","","","","","","","",""
"HepB",2067,12,"IND","India","","","","","","","","","",""
"HepB",2068,12,"IND","India","","","","","","","","","",""
"HepB",2069,12,"IND","India","","","","","","","","","",""
"HepB",2070,12,"IND","India","","","","","","","","","",""
"HepB",2071,12,"IND","India","","","","","","","","","",""
"HepB",2072,12,"IND","India","","","","","","","","","",""
"HepB",2073,12,"IND","India","","","","","","","","","",""
"HepB",2074,12,"IND","India","","","","","","","","","",""
"HepB",2075,12,"IND","India","","","","","","","","","",""
"HepB",2076,12,"IND","India","","","","","","","","","",""
"HepB",2077,12,"IND","India","","","","","","","","","",""
"HepB",2078,12,"IND","India","","","","","","","","","",""
"HepB",2079,12,"IND","India","","","","","","","","","",""
"HepB",2080,12,"IND","India","","","","","","","","","",""
"HepB",2081,12,"IND","India","","","","","","","","","",""
"HepB",2082,12,"IND","India","","","","","","","","","",""
"HepB",2083,12,"IND","India","","","","","","","","","",""
"HepB",2084,12,"IND","India","","","","","","","","","",""
"HepB",2085,12,"IND","India","","","","","","","","","",""
"HepB",2086,12,"IND","India","","","","","","","","","",""
"HepB",2087,12,"IND","India","","","","","","","","","",""
"HepB",2088,12,"IND","India","","","","","","","","","",""
"HepB",2089,12,"IND","India","","","","","","","","","",""
"HepB",2090,12,"IND","India","","","","","","","","","",""
"HepB",2091,12,"IND","India","","","","","","","","","",""
"HepB",2092,12,"IND","India","","","","","","","","","",""
"HepB",2093,12,"IND","India","","","","","","","","","",""
"HepB",2094,12,"IND","India","","","","","","","","","",""
"HepB",2095,12,"IND","India","","","","","","","","","",""
"HepB",2096,12,"IND","India","","","","","","","","","",""
"HepB",2097,12,"IND","India","","","","","","","","","",""
"HepB",2098,12,"IND","India","","","","","","","","","",""
"HepB",2099,12,"IND","India","","","","","","","","","",""
"HepB",2100,12,"IND","India","","","","","","","","","",""
"HepB",2000,13,"IND","India","","","","","","","","","",""
"HepB",2001,13,"IND","India","","","","","","","","","",""
"HepB",2002,13,"IND","India","","","","","","","","","",""
"HepB",2003,13,"IND","India","","","","","","","","","",""
"HepB",2004,13,"IND","India","","","","","","","","","",""
"HepB",2005,13,"IND","India","","","","","","","","","",""
"HepB",2006,13,"IND","India","","","","","","","","","",""
"HepB",2007,13,"IND","India","","","","","","","","","",""
"HepB",2008,13,"IND","India","","","","","","","","","",""
"HepB",2009,13,"IND","India","","","","","","","","","",""
"HepB",2010,13,"IND","India","","","","","","","","","",""
"HepB",2011,13,"IND","India","","","","","","","","","",""
"HepB",2012,13,"IND","India","","","","","","","","","",""
"HepB",2013,13,"IND","India","","","","","","","","","",""
"HepB",2014,13,"IND","India","","","","","","","","","",""
"HepB",2015,13,"IND","India","","","","","","","","","",""
"HepB",2016,13,"IND","India","","","","","","","","","",""
"HepB",2017,13,"IND","India","","","","","","","","","",""
"HepB",2018,13,"IND","India","","","","","","","","","",""
"HepB",2019,13,"IND","India","","","","","","","","","",""
"HepB",2020,13,"IND","India","","","","","","","","","",""
"HepB",2021,13,"IND","India","","","","","","","","","",""
"HepB",2022,13,"IND","India","","","","","","","","","",""
"HepB",2023,13,"IND","India","","","","","","","","","",""
"HepB",2024,13,"IND","India","","","","","","","","","",""
"HepB",2025,13,"IND","India","","","","","","","","","",""
"HepB",2026,13,"IND","India","","","","","","","","","",""
"HepB",2027,13,"IND","India","","","","","","","","","",""
"HepB",2028,13,"IND","India","","","","","","","","","",""
"HepB",2029,13,"IND","India","","","","","","","","","",""
"HepB",2030,13,"IND","India","","","","","","","","","",""
"HepB",2031,13,"IND","India","","","","","","","","","",""
"HepB",2032,13,"IND","India","","","","","","","","","",""
"HepB",2033,13,"IND","India","","","","","","","","","",""
"HepB",2034,13,"IND","India","","","","","","","","","",""
"HepB",2035,13,"IND","India","","","","","","","","","",""
"HepB",2036,13,"IND","India","","","","","","","","","",""
"HepB",2037,13,"IND","India","","","","","","","","","",""
"HepB",2038,13,"IND","India","","","","","","","","","",""
"HepB",2039,13,"IND","India","","","","","","","","","",""
"HepB",2040,13,"IND","India","","","","","","","","","",""
"HepB",2041,13,"IND","India","","","","","","","","","",""
"HepB",2042,13,"IND","India","","","","","","","","","",""
"HepB",2043,13,"IND","India","","","","","","","","","",""
"HepB",2044,13,"IND","India","","","","","","","","","",""
"HepB",2045,13,"IND","India","","","","","","","","","",""
"HepB",2046,13,"IND","India","","","","","","","","","",""
"HepB",2047,13,"IND","India","","","","","","","","","",""
"HepB",2048,13,"IND","India","","","","","","","","","",""
"HepB",2049,13,"IND","India","","","","","","","","","",""
"HepB",2050,13,"IND","India","","","","","","","","","",""
"HepB",2051,13,"IND","India","","","","","","","","","",""
"HepB",2052,13,"IND","India","","","","","","","","","",""
"HepB",2053,13,"IND","India","","","","","","","","","",""
"HepB",2054,13,"IND","India","","","","","","","","","",""
"HepB",2055,13,"IND","India","","","","","","","","","",""
"HepB",2056,13,"IND","India","","","","","","","","","",""
"HepB",2057,13,"IND","India","","","","","","","","","",""
"HepB",2058,13,"IND","India","","","","","","","","","",""
"HepB",2059,13,"IND","India","","","","","","","","","",""
"HepB",2060,13,"IND","India","","","","","","","","","",""
"HepB",2061,13,"IND","India","","","","","","","","","",""
"HepB",2062,13,"IND","India","","","","","","","","","",""
"HepB",2063,13,"IND","India","","","","","","","","","",""
"HepB",2064,13,"IND","India","","","","","","","","","",""
"HepB",2065,13,"IND","India","","","","","","","","","",""
"HepB",2066,13,"IND","India","","","","","","","","","",""
"HepB",2067,13,"IND","India","","","","","","","","","",""
"HepB",2068,13,"IND","India","","","","","","","","","",""
"HepB",2069,13,"IND","India","","","","","","","","","",""
"HepB",2070,13,"IND","India","","","","","","","","","",""
"HepB",2071,13,"IND","India","","","","","","","","","",""
"HepB",2072,13,"IND","India","","","","","","","","","",""
"HepB",2073,13,"IND","India","","","","","","","","","",""
"HepB",2074,13,"IND","India","","","","","","","","","",""
"HepB",2075,13,"IND","India","","","","","","","","","",""
"HepB",2076,13,"IND","India","","","","","","","","","",""
"HepB",2077,13,"IND","India","","","","","","","","","",""
"HepB",2078,13,"IND","India","","","","","","","","","",""
"HepB",2079,13,"IND","India","","","","","","","","","",""
"HepB",2080,13,"IND","India","","","","","","","","","",""
"HepB",2081,13,"IND","India","","","","","","","","","",""
"HepB",2082,13,"IND","India","","","","","","","","","",""
"HepB",2083,13,"IND","India","","","","","","","","","",""
"HepB",2084,13,"IND","India","","","","","","","","","",""
"HepB",2085,13,"IND","India","","","","","","","","","",""
"HepB",2086,13,"IND","India","","","","","","","","","",""
"HepB",2087,13,"IND","India","","","","","","","","","",""
"HepB",2088,13,"IND","India","","","","","","","","","",""
"HepB",2089,13,"IND","India","","","","","","","","","",""
"HepB",2090,13,"IND","India","","","","","","","","","",""
"HepB",2091,13,"IND","India","","","","","","","","","",""
"HepB",2092,13,"IND","India","","","","","","","","","",""
"HepB",2093,13,"IND","India","","","","","","","","","",""
"HepB",2094,13,"IND","India","","","","","","","","","",""
"HepB",2095,13,"IND","India","","","","","","","","","",""
"HepB",2096,13,"IND","India","","","","","","","","","",""
"HepB",2097,13,"IND","India","","","","","","","","","",""
"HepB",2098,13,"IND","India","","","","","","","","","",""
"HepB",2099,13,"IND","India","","","","","","","","","",""
"HepB",2100,13,"IND","India","","","","","","","","","",""
"HepB",2000,14,"IND","India","","","","","","","","","",""
"HepB",2001,14,"IND","India","","","","","","","","","",""
"HepB",2002,14,"IND","India","","","","","","","","","",""
"HepB",2003,14,"IND","India","","","","","","","","","",""
"HepB",2004,14,"IND","India","","","","","","","","","",""
"HepB",2005,14,"IND","India","","","","","","","","","",""
"HepB",2006,14,"IND","India","","","","","","","","","",""
"HepB",2007,14,"IND","India","","","","","","","","","",""
"HepB",2008,14,"IND","India","","","","","","","","","",""
"HepB",2009,14,"IND","India","","","","","","","","","",""
"HepB",2010,14,"IND","India","","","","","","","","","",""
"HepB",2011,14,"IND","India","","","","","","","","","",""
"HepB",2012,14,"IND","India","","","","","","","","","",""
"HepB",2013,14,"IND","India","","","","","","","","","",""
"HepB",2014,14,"IND","India","","","","","","","","","",""
"HepB",2015,14,"IND","India","","","","","","","","","",""
"HepB",2016,14,"IND","India","","","","","","","","","",""
"HepB",2017,14,"IND","India","","","","","","","","","",""
"HepB",2018,14,"IND","India","","","","","","","","","",""
"HepB",2019,14,"IND","India","","","","","","","","","",""
"HepB",2020,14,"IND","India","","","","","","","","","",""
"HepB",2021,14,"IND","India","","","","","","","","","",""
"HepB",2022,14,"IND","India","","","","","","","","","",""
"HepB",2023,14,"IND","India","","","","","","","","","",""
"HepB",2024,14,"IND","India","","","","","","","","","",""
"HepB",2025,14,"IND","India","","","","","","","","","",""
"HepB",2026,14,"IND","India","","","","","","","","","",""
"HepB",2027,14,"IND","India","","","","","","","","","",""
"HepB",2028,14,"IND","India","","","","","","","","","",""
"HepB",2029,14,"IND","India","","","","","","","","","",""
"HepB",2030,14,"IND","India","","","","","","","","","",""
"HepB",2031,14,"IND","India","","","","","","","","","",""
"HepB",2032,14,"IND","India","","","","","","","","","",""
"HepB",2033,14,"IND","India","","","","","","","","","",""
