"disease","year","age","country","country_name","run_number","cohort_size","deaths","cases","deaths_mening","deaths_pneumo","cases_mening","cases_pneumo"
"Hib",2028,3,"ETH","Ethiopia","","","","","","","",""
"Hib",2029,3,"ETH","Ethiopia","","","","","","","",""
"Hib",2030,3,"ETH","Ethiopia","","","","","","","",""
"Hib",2031,3,"ETH","Ethiopia","","","","","","","",""
"Hib",2032,3,"ETH","Ethiopia","","","","","","","",""
"Hib",2033,3,"ETH","Ethiopia","","","","","","","",""
"Hib",2034,3,"ETH","Ethiopia","","","","","","","",""
"Hib",2000,4,"ETH","Ethiopia","","","","","","","",""
"Hib",2001,4,"ETH","Ethiopia","","","","","","","",""
"Hib",2002,4,"ETH","Ethiopia","","","","","","","",""
"Hib",2003,4,"ETH","Ethiopia","","","","","","","",""
"Hib",2004,4,"ETH","Ethiopia","","","","","","","",""
"Hib",2005,4,"ETH","Ethiopia","","","","","","","",""
"Hib",2006,4,"ETH","Ethiopia","","","","","","","",""
"Hib",2007,4,"ETH","Ethiopia","","","","","","","",""
"Hib",2008,4,"ETH","Ethiopia","","","","","","","",""
"Hib",2009,4,"ETH","Ethiopia","","","","","","","",""
"Hib",2010,4,"ETH","Ethiopia","","","","","","","",""
"Hib",2011,4,"ETH","Ethiopia","","","","","","","",""
"Hib",2012,4,"ETH","Ethiopia","","","","","","","",""
"Hib",2013,4,"ETH","Ethiopia","","","","","","","",""
"Hib",2014,4,"ETH","Ethiopia","","","","","","","",""
"Hib",2015,4,"ETH","Ethiopia","","","","","","","",""
"Hib",2016,4,"ETH","Ethiopia","","","","","","","",""
"Hib",2017,4,"ETH","Ethiopia","","","","","","","",""
"Hib",2018,4,"ETH","Ethiopia","","","","","","","",""
"Hib",2019,4,"ETH","Ethiopia","","","","","","","",""
"Hib",2020,4,"ETH","Ethiopia","","","","","","","",""
"Hib",2021,4,"ETH","Ethiopia","","","","","","","",""
"Hib",2022,4,"ETH","Ethiopia","","","","","","","",""
"Hib",2023,4,"ETH","Ethiopia","","","","","","","",""
"Hib",2024,4,"ETH","Ethiopia","","","","","","","",""
"Hib",2025,4,"ETH","Ethiopia","","","","","","","",""
"Hib",2026,4,"ETH","Ethiopia","","","","","","","",""
"Hib",2027,4,"ETH","Ethiopia","","","","","","","",""
"Hib",2028,4,"ETH","Ethiopia","","","","","","","",""
"Hib",2029,4,"ETH","Ethiopia","","","","","","","",""
"Hib",2030,4,"ETH","Ethiopia","","","","","","","",""
"Hib",2031,4,"ETH","Ethiopia","","","","","","","",""
"Hib",2032,4,"ETH","Ethiopia","","","","","","","",""
"Hib",2033,4,"ETH","Ethiopia","","","","","","","",""
"Hib",2034,4,"ETH","Ethiopia","","","","","","","",""
"Hib",2000,0,"COD","Congo, DR","","","","","","","",""
"Hib",2001,0,"COD","Congo, DR","","","","","","","",""
"Hib",2002,0,"COD","Congo, DR","","","","","","","",""
"Hib",2003,0,"COD","Congo, DR","","","","","","","",""
"Hib",2004,0,"COD","Congo, DR","","","","","","","",""
"Hib",2005,0,"COD","Congo, DR","","","","","","","",""
"Hib",2006,0,"COD","Congo, DR","","","","","","","",""
"Hib",2007,0,"COD","Congo, DR","","","","","","","",""
"Hib",2008,0,"COD","Congo, DR","","","","","","","",""
"Hib",2009,0,"COD","Congo, DR","","","","","","","",""
"Hib",2010,0,"COD","Congo, DR","","","","","","","",""
"Hib",2011,0,"COD","Congo, DR","","","","","","","",""
"Hib",2012,0,"COD","Congo, DR","","","","","","","",""
"Hib",2013,0,"COD","Congo, DR","","","","","","","",""
"Hib",2014,0,"COD","Congo, DR","","","","","","","",""
"Hib",2015,0,"COD","Congo, DR","","","","","","","",""
"Hib",2016,0,"COD","Congo, DR","","","","","","","",""
"Hib",2017,0,"COD","Congo, DR","","","","","","","",""
"Hib",2018,0,"COD","Congo, DR","","","","","","","",""
"Hib",2019,0,"COD","Congo, DR","","","","","","","",""
"Hib",2020,0,"COD","Congo, DR","","","","","","","",""
"Hib",2021,0,"COD","Congo, DR","","","","","","","",""
"Hib",2022,0,"COD","Congo, DR","","","","","","","",""
"Hib",2023,0,"COD","Congo, DR","","","","","","","",""
"Hib",2024,0,"COD","Congo, DR","","","","","","","",""
"Hib",2025,0,"COD","Congo, DR","","","","","","","",""
"Hib",2026,0,"COD","Congo, DR","","","","","","","",""
"Hib",2027,0,"COD","Congo, DR","","","","","","","",""
"Hib",2028,0,"COD","Congo, DR","","","","","","","",""
"Hib",2029,0,"COD","Congo, DR","","","","","","","",""
"Hib",2030,0,"COD","Congo, DR","","","","","","","",""
"Hib",2031,0,"COD","Congo, DR","","","","","","","",""
"Hib",2032,0,"COD","Congo, DR","","","","","","","",""
"Hib",2033,0,"COD","Congo, DR","","","","","","","",""
"Hib",2034,0,"COD","Congo, DR","","","","","","","",""
"Hib",2000,1,"COD","Congo, DR","","","","","","","",""
"Hib",2001,1,"COD","Congo, DR","","","","","","","",""
"Hib",2002,1,"COD","Congo, DR","","","","","","","",""
"Hib",2003,1,"COD","Congo, DR","","","","","","","",""
"Hib",2004,1,"COD","Congo, DR","","","","","","","",""
"Hib",2005,1,"COD","Congo, DR","","","","","","","",""
"Hib",2006,1,"COD","Congo, DR","","","","","","","",""
"Hib",2007,1,"COD","Congo, DR","","","","","","","",""
"Hib",2008,1,"COD","Congo, DR","","","","","","","",""
"Hib",2009,1,"COD","Congo, DR","","","","","","","",""
"Hib",2010,1,"COD","Congo, DR","","","","","","","",""
"Hib",2011,1,"COD","Congo, DR","","","","","","","",""
"Hib",2012,1,"COD","Congo, DR","","","","","","","",""
"Hib",2013,1,"COD","Congo, DR","","","","","","","",""
"Hib",2014,1,"COD","Congo, DR","","","","","","","",""
"Hib",2015,1,"COD","Congo, DR","","","","","","","",""
"Hib",2016,1,"COD","Congo, DR","","","","","","","",""
"Hib",2017,1,"COD","Congo, DR","","","","","","","",""
"Hib",2018,1,"COD","Congo, DR","","","","","","","",""
"Hib",2019,1,"COD","Congo, DR","","","","","","","",""
"Hib",2020,1,"COD","Congo, DR","","","","","","","",""
"Hib",2021,1,"COD","Congo, DR","","","","","","","",""
"Hib",2022,1,"COD","Congo, DR","","","","","","","",""
"Hib",2023,1,"COD","Congo, DR","","","","","","","",""
"Hib",2024,1,"COD","Congo, DR","","","","","","","",""
"Hib",2025,1,"COD","Congo, DR","","","","","","","",""
"Hib",2026,1,"COD","Congo, DR","","","","","","","",""
"Hib",2027,1,"COD","Congo, DR","","","","","","","",""
"Hib",2028,1,"COD","Congo, DR","","","","","","","",""
"Hib",2029,1,"COD","Congo, DR","","","","","","","",""
"Hib",2030,1,"COD","Congo, DR","","","","","","","",""
"Hib",2031,1,"COD","Congo, DR","","","","","","","",""
"Hib",2032,1,"COD","Congo, DR","","","","","","","",""
"Hib",2033,1,"COD","Congo, DR","","","","","","","",""
"Hib",2034,1,"COD","Congo, DR","","","","","","","",""
"Hib",2000,2,"COD","Congo, DR","","","","","","","",""
"Hib",2001,2,"COD","Congo, DR","","","","","","","",""
"Hib",2002,2,"COD","Congo, DR","","","","","","","",""
"Hib",2003,2,"COD","Congo, DR","","","","","","","",""
"Hib",2004,2,"COD","Congo, DR","","","","","","","",""
"Hib",2005,2,"COD","Congo, DR","","","","","","","",""
"Hib",2006,2,"COD","Congo, DR","","","","","","","",""
"Hib",2007,2,"COD","Congo, DR","","","","","","","",""
"Hib",2008,2,"COD","Congo, DR","","","","","","","",""
"Hib",2009,2,"COD","Congo, DR","","","","","","","",""
"Hib",2010,2,"COD","Congo, DR","","","","","","","",""
"Hib",2011,2,"COD","Congo, DR","","","","","","","",""
"Hib",2012,2,"COD","Congo, DR","","","","","","","",""
"Hib",2013,2,"COD","Congo, DR","","","","","","","",""
"Hib",2014,2,"COD","Congo, DR","","","","","","","",""
"Hib",2015,2,"COD","Congo, DR","","","","","","","",""
"Hib",2016,2,"COD","Congo, DR","","","","","","","",""
"Hib",2017,2,"COD","Congo, DR","","","","","","","",""
"Hib",2018,2,"COD","Congo, DR","","","","","","","",""
"Hib",2019,2,"COD","Congo, DR","","","","","","","",""
"Hib",2020,2,"COD","Congo, DR","","","","","","","",""
"Hib",2021,2,"COD","Congo, DR","","","","","","","",""
"Hib",2022,2,"COD","Congo, DR","","","","","","","",""
"Hib",2023,2,"COD","Congo, DR","","","","","","","",""
"Hib",2024,2,"COD","Congo, DR","","","","","","","",""
"Hib",2025,2,"COD","Congo, DR","","","","","","","",""
"Hib",2026,2,"COD","Congo, DR","","","","","","","",""
"Hib",2027,2,"COD","Congo, DR","","","","","","","",""
"Hib",2028,2,"COD","Congo, DR","","","","","","","",""
"Hib",2029,2,"COD","Congo, DR","","","","","","","",""
"Hib",2030,2,"COD","Congo, DR","","","","","","","",""
"Hib",2031,2,"COD","Congo, DR","","","","","","","",""
"Hib",2032,2,"COD","Congo, DR","","","","","","","",""
"Hib",2033,2,"COD","Congo, DR","","","","","","","",""
"Hib",2034,2,"COD","Congo, DR","","","","","","","",""
"Hib",2000,3,"COD","Congo, DR","","","","","","","",""
"Hib",2001,3,"COD","Congo, DR","","","","","","","",""
"Hib",2002,3,"COD","Congo, DR","","","","","","","",""
"Hib",2003,3,"COD","Congo, DR","","","","","","","",""
"Hib",2004,3,"COD","Congo, DR","","","","","","","",""
"Hib",2005,3,"COD","Congo, DR","","","","","","","",""
"Hib",2006,3,"COD","Congo, DR","","","","","","","",""
"Hib",2007,3,"COD","Congo, DR","","","","","","","",""
"Hib",2008,3,"COD","Congo, DR","","","","","","","",""
"Hib",2009,3,"COD","Congo, DR","","","","","","","",""
"Hib",2010,3,"COD","Congo, DR","","","","","","","",""
"Hib",2011,3,"COD","Congo, DR","","","","","","","",""
"Hib",2012,3,"COD","Congo, DR","","","","","","","",""
"Hib",2013,3,"COD","Congo, DR","","","","","","","",""
"Hib",2014,3,"COD","Congo, DR","","","","","","","",""
"Hib",2015,3,"COD","Congo, DR","","","","","","","",""
"Hib",2016,3,"COD","Congo, DR","","","","","","","",""
"Hib",2017,3,"COD","Congo, DR","","","","","","","",""
"Hib",2018,3,"COD","Congo, DR","","","","","","","",""
"Hib",2019,3,"COD","Congo, DR","","","","","","","",""
"Hib",2020,3,"COD","Congo, DR","","","","","","","",""
"Hib",2021,3,"COD","Congo, DR","","","","","","","",""
"Hib",2022,3,"COD","Congo, DR","","","","","","","",""
"Hib",2023,3,"COD","Congo, DR","","","","","","","",""
"Hib",2024,3,"COD","Congo, DR","","","","","","","",""
"Hib",2025,3,"COD","Congo, DR","","","","","","","",""
"Hib",2026,3,"COD","Congo, DR","","","","","","","",""
"Hib",2027,3,"COD","Congo, DR","","","","","","","",""
"Hib",2028,3,"COD","Congo, DR","","","","","","","",""
"Hib",2029,3,"COD","Congo, DR","","","","","","","",""
"Hib",2030,3,"COD","Congo, DR","","","","","","","",""
"Hib",2031,3,"COD","Congo, DR","","","","","","","",""
"Hib",2032,3,"COD","Congo, DR","","","","","","","",""
"Hib",2033,3,"COD","Congo, DR","","","","","","","",""
"Hib",2034,3,"COD","Congo, DR","","","","","","","",""
"Hib",2000,4,"COD","Congo, DR","","","","","","","",""
"Hib",2001,4,"COD","Congo, DR","","","","","","","",""
"Hib",2002,4,"COD","Congo, DR","","","","","","","",""
"Hib",2003,4,"COD","Congo, DR","","","","","","","",""
"Hib",2004,4,"COD","Congo, DR","","","","","","","",""
"Hib",2005,4,"COD","Congo, DR","","","","","","","",""
"Hib",2006,4,"COD","Congo, DR","","","","","","","",""
"Hib",2007,4,"COD","Congo, DR","","","","","","","",""
"Hib",2008,4,"COD","Congo, DR","","","","","","","",""
"Hib",2009,4,"COD","Congo, DR","","","","","","","",""
"Hib",2010,4,"COD","Congo, DR","","","","","","","",""
"Hib",2011,4,"COD","Congo, DR","","","","","","","",""
"Hib",2012,4,"COD","Congo, DR","","","","","","","",""
"Hib",2013,4,"COD","Congo, DR","","","","","","","",""
"Hib",2014,4,"COD","Congo, DR","","","","","","","",""
"Hib",2015,4,"COD","Congo, DR","","","","","","","",""
"Hib",2016,4,"COD","Congo, DR","","","","","","","",""
"Hib",2017,4,"COD","Congo, DR","","","","","","","",""
"Hib",2018,4,"COD","Congo, DR","","","","","","","",""
"Hib",2019,4,"COD","Congo, DR","","","","","","","",""
"Hib",2020,4,"COD","Congo, DR","","","","","","","",""
"Hib",2021,4,"COD","Congo, DR","","","","","","","",""
"Hib",2022,4,"COD","Congo, DR","","","","","","","",""
"Hib",2023,4,"COD","Congo, DR","","","","","","","",""
"Hib",2024,4,"COD","Congo, DR","","","","","","","",""
"Hib",2025,4,"COD","Congo, DR","","","","","","","",""
"Hib",2026,4,"COD","Congo, DR","","","","","","","",""
"Hib",2027,4,"COD","Congo, DR","","","","","","","",""
"Hib",2028,4,"COD","Congo, DR","","","","","","","",""
"Hib",2029,4,"COD","Congo, DR","","","","","","","",""
"Hib",2030,4,"COD","Congo, DR","","","","","","","",""
"Hib",2031,4,"COD","Congo, DR","","","","","","","",""
"Hib",2032,4,"COD","Congo, DR","","","","","","","",""
"Hib",2033,4,"COD","Congo, DR","","","","","","","",""
"Hib",2034,4,"COD","Congo, DR","","","","","","","",""
"Hib",2000,0,"NGA","Nigeria","","","","","","","",""
"Hib",2001,0,"NGA","Nigeria","","","","","","","",""
"Hib",2002,0,"NGA","Nigeria","","","","","","","",""
"Hib",2003,0,"NGA","Nigeria","","","","","","","",""
"Hib",2004,0,"NGA","Nigeria","","","","","","","",""
"Hib",2005,0,"NGA","Nigeria","","","","","","","",""
"Hib",2006,0,"NGA","Nigeria","","","","","","","",""
"Hib",2007,0,"NGA","Nigeria","","","","","","","",""
"Hib",2008,0,"NGA","Nigeria","","","","","","","",""
"Hib",2009,0,"NGA","Nigeria","","","","","","","",""
"Hib",2010,0,"NGA","Nigeria","","","","","","","",""
"Hib",2011,0,"NGA","Nigeria","","","","","","","",""
"Hib",2012,0,"NGA","Nigeria","","","","","","","",""
"Hib",2013,0,"NGA","Nigeria","","","","","","","",""
"Hib",2014,0,"NGA","Nigeria","","","","","","","",""
"Hib",2015,0,"NGA","Nigeria","","","","","","","",""
"Hib",2016,0,"NGA","Nigeria","","","","","","","",""
"Hib",2017,0,"NGA","Nigeria","","","","","","","",""
"Hib",2018,0,"NGA","Nigeria","","","","","","","",""
"Hib",2019,0,"NGA","Nigeria","","","","","","","",""
"Hib",2020,0,"NGA","Nigeria","","","","","","","",""
"Hib",2021,0,"NGA","Nigeria","","","","","","","",""
"Hib",2022,0,"NGA","Nigeria","","","","","","","",""
"Hib",2023,0,"NGA","Nigeria","","","","","","","",""
"Hib",2024,0,"NGA","Nigeria","","","","","","","",""
"Hib",2025,0,"NGA","Nigeria","","","","","","","",""
"Hib",2026,0,"NGA","Nigeria","","","","","","","",""
"Hib",2027,0,"NGA","Nigeria","","","","","","","",""
"Hib",2028,0,"NGA","Nigeria","","","","","","","",""
"Hib",2029,0,"NGA","Nigeria","","","","","","","",""
"Hib",2030,0,"NGA","Nigeria","","","","","","","",""
"Hib",2031,0,"NGA","Nigeria","","","","","","","",""
"Hib",2032,0,"NGA","Nigeria","","","","","","","",""
"Hib",2033,0,"NGA","Nigeria","","","","","","","",""
"Hib",2034,0,"NGA","Nigeria","","","","","","","",""
"Hib",2000,1,"NGA","Nigeria","","","","","","","",""
"Hib",2001,1,"NGA","Nigeria","","","","","","","",""
"Hib",2002,1,"NGA","Nigeria","","","","","","","",""
"Hib",2003,1,"NGA","Nigeria","","","","","","","",""
"Hib",2004,1,"NGA","Nigeria","","","","","","","",""
"Hib",2005,1,"NGA","Nigeria","","","","","","","",""
"Hib",2006,1,"NGA","Nigeria","","","","","","","",""
"Hib",2007,1,"NGA","Nigeria","","","","","","","",""
"Hib",2008,1,"NGA","Nigeria","","","","","","","",""
"Hib",2009,1,"NGA","Nigeria","","","","","","","",""
"Hib",2010,1,"NGA","Nigeria","","","","","","","",""
"Hib",2011,1,"NGA","Nigeria","","","","","","","",""
"Hib",2012,1,"NGA","Nigeria","","","","","","","",""
"Hib",2013,1,"NGA","Nigeria","","","","","","","",""
"Hib",2014,1,"NGA","Nigeria","","","","","","","",""
"Hib",2015,1,"NGA","Nigeria","","","","","","","",""
"Hib",2016,1,"NGA","Nigeria","","","","","","","",""
"Hib",2017,1,"NGA","Nigeria","","","","","","","",""
"Hib",2018,1,"NGA","Nigeria","","","","","","","",""
"Hib",2019,1,"NGA","Nigeria","","","","","","","",""
"Hib",2020,1,"NGA","Nigeria","","","","","","","",""
"Hib",2021,1,"NGA","Nigeria","","","","","","","",""
"Hib",2022,1,"NGA","Nigeria","","","","","","","",""
"Hib",2023,1,"NGA","Nigeria","","","","","","","",""
"Hib",2024,1,"NGA","Nigeria","","","","","","","",""
"Hib",2025,1,"NGA","Nigeria","","","","","","","",""
"Hib",2026,1,"NGA","Nigeria","","","","","","","",""
"Hib",2027,1,"NGA","Nigeria","","","","","","","",""
"Hib",2028,1,"NGA","Nigeria","","","","","","","",""
"Hib",2029,1,"NGA","Nigeria","","","","","","","",""
"Hib",2030,1,"NGA","Nigeria","","","","","","","",""
"Hib",2031,1,"NGA","Nigeria","","","","","","","",""
"Hib",2032,1,"NGA","Nigeria","","","","","","","",""
"Hib",2033,1,"NGA","Nigeria","","","","","","","",""
"Hib",2034,1,"NGA","Nigeria","","","","","","","",""
"Hib",2000,2,"NGA","Nigeria","","","","","","","",""
"Hib",2001,2,"NGA","Nigeria","","","","","","","",""
"Hib",2002,2,"NGA","Nigeria","","","","","","","",""
"Hib",2003,2,"NGA","Nigeria","","","","","","","",""
"Hib",2004,2,"NGA","Nigeria","","","","","","","",""
"Hib",2005,2,"NGA","Nigeria","","","","","","","",""
"Hib",2006,2,"NGA","Nigeria","","","","","","","",""
"Hib",2007,2,"NGA","Nigeria","","","","","","","",""
"Hib",2008,2,"NGA","Nigeria","","","","","","","",""
"Hib",2009,2,"NGA","Nigeria","","","","","","","",""
"Hib",2010,2,"NGA","Nigeria","","","","","","","",""
"Hib",2011,2,"NGA","Nigeria","","","","","","","",""
"Hib",2012,2,"NGA","Nigeria","","","","","","","",""
"Hib",2013,2,"NGA","Nigeria","","","","","","","",""
"Hib",2014,2,"NGA","Nigeria","","","","","","","",""
"Hib",2015,2,"NGA","Nigeria","","","","","","","",""
"Hib",2016,2,"NGA","Nigeria","","","","","","","",""
"Hib",2017,2,"NGA","Nigeria","","","","","","","",""
"Hib",2018,2,"NGA","Nigeria","","","","","","","",""
"Hib",2019,2,"NGA","Nigeria","","","","","","","",""
"Hib",2020,2,"NGA","Nigeria","","","","","","","",""
"Hib",2021,2,"NGA","Nigeria","","","","","","","",""
"Hib",2022,2,"NGA","Nigeria","","","","","","","",""
"Hib",2023,2,"NGA","Nigeria","","","","","","","",""
"Hib",2024,2,"NGA","Nigeria","","","","","","","",""
"Hib",2025,2,"NGA","Nigeria","","","","","","","",""
"Hib",2026,2,"NGA","Nigeria","","","","","","","",""
"Hib",2027,2,"NGA","Nigeria","","","","","","","",""
"Hib",2028,2,"NGA","Nigeria","","","","","","","",""
"Hib",2029,2,"NGA","Nigeria","","","","","","","",""
"Hib",2030,2,"NGA","Nigeria","","","","","","","",""
"Hib",2031,2,"NGA","Nigeria","","","","","","","",""
"Hib",2032,2,"NGA","Nigeria","","","","","","","",""
"Hib",2033,2,"NGA","Nigeria","","","","","","","",""
"Hib",2034,2,"NGA","Nigeria","","","","","","","",""
"Hib",2000,3,"NGA","Nigeria","","","","","","","",""
"Hib",2001,3,"NGA","Nigeria","","","","","","","",""
"Hib",2002,3,"NGA","Nigeria","","","","","","","",""
"Hib",2003,3,"NGA","Nigeria","","","","","","","",""
"Hib",2004,3,"NGA","Nigeria","","","","","","","",""
"Hib",2005,3,"NGA","Nigeria","","","","","","","",""
"Hib",2006,3,"NGA","Nigeria","","","","","","","",""
"Hib",2007,3,"NGA","Nigeria","","","","","","","",""
"Hib",2008,3,"NGA","Nigeria","","","","","","","",""
"Hib",2009,3,"NGA","Nigeria","","","","","","","",""
"Hib",2010,3,"NGA","Nigeria","","","","","","","",""
"Hib",2011,3,"NGA","Nigeria","","","","","","","",""
"Hib",2012,3,"NGA","Nigeria","","","","","","","",""
"Hib",2013,3,"NGA","Nigeria","","","","","","","",""
"Hib",2014,3,"NGA","Nigeria","","","","","","","",""
"Hib",2015,3,"NGA","Nigeria","","","","","","","",""
"Hib",2016,3,"NGA","Nigeria","","","","","","","",""
"Hib",2017,3,"NGA","Nigeria","","","","","","","",""
"Hib",2018,3,"NGA","Nigeria","","","","","","","",""
"Hib",2019,3,"NGA","Nigeria","","","","","","","",""
"Hib",2020,3,"NGA","Nigeria","","","","","","","",""
"Hib",2021,3,"NGA","Nigeria","","","","","","","",""
"Hib",2022,3,"NGA","Nigeria","","","","","","","",""
"Hib",2023,3,"NGA","Nigeria","","","","","","","",""
"Hib",2024,3,"NGA","Nigeria","","","","","","","",""
"Hib",2025,3,"NGA","Nigeria","","","","","","","",""
"Hib",2026,3,"NGA","Nigeria","","","","","","","",""
"Hib",2027,3,"NGA","Nigeria","","","","","","","",""
"Hib",2028,3,"NGA","Nigeria","","","","","","","",""
"Hib",2029,3,"NGA","Nigeria","","","","","","","",""
"Hib",2030,3,"NGA","Nigeria","","","","","","","",""
"Hib",2031,3,"NGA","Nigeria","","","","","","","",""
"Hib",2032,3,"NGA","Nigeria","","","","","","","",""
"Hib",2033,3,"NGA","Nigeria","","","","","","","",""
"Hib",2034,3,"NGA","Nigeria","","","","","","","",""
"Hib",2000,4,"NGA","Nigeria","","","","","","","",""
"Hib",2001,4,"NGA","Nigeria","","","","","","","",""
"Hib",2002,4,"NGA","Nigeria","","","","","","","",""
"Hib",2003,4,"NGA","Nigeria","","","","","","","",""
"Hib",2004,4,"NGA","Nigeria","","","","","","","",""
"Hib",2005,4,"NGA","Nigeria","","","","","","","",""
"Hib",2006,4,"NGA","Nigeria","","","","","","","",""
"Hib",2007,4,"NGA","Nigeria","","","","","","","",""
"Hib",2008,4,"NGA","Nigeria","","","","","","","",""
"Hib",2009,4,"NGA","Nigeria","","","","","","","",""
"Hib",2010,4,"NGA","Nigeria","","","","","","","",""
"Hib",2011,4,"NGA","Nigeria","","","","","","","",""
"Hib",2012,4,"NGA","Nigeria","","","","","","","",""
"Hib",2013,4,"NGA","Nigeria","","","","","","","",""
"Hib",2014,4,"NGA","Nigeria","","","","","","","",""
"Hib",2015,4,"NGA","Nigeria","","","","","","","",""
"Hib",2016,4,"NGA","Nigeria","","","","","","","",""
"Hib",2017,4,"NGA","Nigeria","","","","","","","",""
"Hib",2018,4,"NGA","Nigeria","","","","","","","",""
"Hib",2019,4,"NGA","Nigeria","","","","","","","",""
"Hib",2020,4,"NGA","Nigeria","","","","","","","",""
"Hib",2021,4,"NGA","Nigeria","","","","","","","",""
"Hib",2022,4,"NGA","Nigeria","","","","","","","",""
"Hib",2023,4,"NGA","Nigeria","","","","","","","",""
"Hib",2024,4,"NGA","Nigeria","","","","","","","",""
"Hib",2025,4,"NGA","Nigeria","","","","","","","",""
"Hib",2026,4,"NGA","Nigeria","","","","","","","",""
"Hib",2027,4,"NGA","Nigeria","","","","","","","",""
"Hib",2028,4,"NGA","Nigeria","","","","","","","",""
"Hib",2029,4,"NGA","Nigeria","","","","","","","",""
"Hib",2030,4,"NGA","Nigeria","","","","","","","",""
"Hib",2031,4,"NGA","Nigeria","","","","","","","",""
"Hib",2032,4,"NGA","Nigeria","","","","","","","",""
"Hib",2033,4,"NGA","Nigeria","","","","","","","",""
"Hib",2034,4,"NGA","Nigeria","","","","","","","",""
