"disease","year","age","country","country_name","cohort_size","deaths","cases","dalys"
"MenA",2074,0,"ETH","Ethiopia","","","",""
"MenA",2075,0,"ETH","Ethiopia","","","",""
"MenA",2076,0,"ETH","Ethiopia","","","",""
"MenA",2077,0,"ETH","Ethiopia","","","",""
"MenA",2078,0,"ETH","Ethiopia","","","",""
"MenA",2079,0,"ETH","Ethiopia","","","",""
"MenA",2080,0,"ETH","Ethiopia","","","",""
"MenA",2081,0,"ETH","Ethiopia","","","",""
"MenA",2082,0,"ETH","Ethiopia","","","",""
"MenA",2083,0,"ETH","Ethiopia","","","",""
"MenA",2084,0,"ETH","Ethiopia","","","",""
"MenA",2085,0,"ETH","Ethiopia","","","",""
"MenA",2086,0,"ETH","Ethiopia","","","",""
"MenA",2087,0,"ETH","Ethiopia","","","",""
"MenA",2088,0,"ETH","Ethiopia","","","",""
"MenA",2089,0,"ETH","Ethiopia","","","",""
"MenA",2090,0,"ETH","Ethiopia","","","",""
"MenA",2091,0,"ETH","Ethiopia","","","",""
"MenA",2092,0,"ETH","Ethiopia","","","",""
"MenA",2093,0,"ETH","Ethiopia","","","",""
"MenA",2094,0,"ETH","Ethiopia","","","",""
"MenA",2095,0,"ETH","Ethiopia","","","",""
"MenA",2096,0,"ETH","Ethiopia","","","",""
"MenA",2097,0,"ETH","Ethiopia","","","",""
"MenA",2098,0,"ETH","Ethiopia","","","",""
"MenA",2099,0,"ETH","Ethiopia","","","",""
"MenA",2100,0,"ETH","Ethiopia","","","",""
"MenA",2000,1,"ETH","Ethiopia","","","",""
"MenA",2001,1,"ETH","Ethiopia","","","",""
"MenA",2002,1,"ETH","Ethiopia","","","",""
"MenA",2003,1,"ETH","Ethiopia","","","",""
"MenA",2004,1,"ETH","Ethiopia","","","",""
"MenA",2005,1,"ETH","Ethiopia","","","",""
"MenA",2006,1,"ETH","Ethiopia","","","",""
"MenA",2007,1,"ETH","Ethiopia","","","",""
"MenA",2008,1,"ETH","Ethiopia","","","",""
"MenA",2009,1,"ETH","Ethiopia","","","",""
"MenA",2010,1,"ETH","Ethiopia","","","",""
"MenA",2011,1,"ETH","Ethiopia","","","",""
"MenA",2012,1,"ETH","Ethiopia","","","",""
"MenA",2013,1,"ETH","Ethiopia","","","",""
"MenA",2014,1,"ETH","Ethiopia","","","",""
"MenA",2015,1,"ETH","Ethiopia","","","",""
"MenA",2016,1,"ETH","Ethiopia","","","",""
"MenA",2017,1,"ETH","Ethiopia","","","",""
"MenA",2018,1,"ETH","Ethiopia","","","",""
"MenA",2019,1,"ETH","Ethiopia","","","",""
"MenA",2020,1,"ETH","Ethiopia","","","",""
"MenA",2021,1,"ETH","Ethiopia","","","",""
"MenA",2022,1,"ETH","Ethiopia","","","",""
"MenA",2023,1,"ETH","Ethiopia","","","",""
"MenA",2024,1,"ETH","Ethiopia","","","",""
"MenA",2025,1,"ETH","Ethiopia","","","",""
"MenA",2026,1,"ETH","Ethiopia","","","",""
"MenA",2027,1,"ETH","Ethiopia","","","",""
"MenA",2028,1,"ETH","Ethiopia","","","",""
"MenA",2029,1,"ETH","Ethiopia","","","",""
"MenA",2030,1,"ETH","Ethiopia","","","",""
"MenA",2031,1,"ETH","Ethiopia","","","",""
"MenA",2032,1,"ETH","Ethiopia","","","",""
"MenA",2033,1,"ETH","Ethiopia","","","",""
"MenA",2034,1,"ETH","Ethiopia","","","",""
"MenA",2035,1,"ETH","Ethiopia","","","",""
"MenA",2036,1,"ETH","Ethiopia","","","",""
"MenA",2037,1,"ETH","Ethiopia","","","",""
"MenA",2038,1,"ETH","Ethiopia","","","",""
"MenA",2039,1,"ETH","Ethiopia","","","",""
"MenA",2040,1,"ETH","Ethiopia","","","",""
"MenA",2041,1,"ETH","Ethiopia","","","",""
"MenA",2042,1,"ETH","Ethiopia","","","",""
"MenA",2043,1,"ETH","Ethiopia","","","",""
"MenA",2044,1,"ETH","Ethiopia","","","",""
"MenA",2045,1,"ETH","Ethiopia","","","",""
"MenA",2046,1,"ETH","Ethiopia","","","",""
"MenA",2047,1,"ETH","Ethiopia","","","",""
"MenA",2048,1,"ETH","Ethiopia","","","",""
"MenA",2049,1,"ETH","Ethiopia","","","",""
"MenA",2050,1,"ETH","Ethiopia","","","",""
"MenA",2051,1,"ETH","Ethiopia","","","",""
"MenA",2052,1,"ETH","Ethiopia","","","",""
"MenA",2053,1,"ETH","Ethiopia","","","",""
"MenA",2054,1,"ETH","Ethiopia","","","",""
"MenA",2055,1,"ETH","Ethiopia","","","",""
"MenA",2056,1,"ETH","Ethiopia","","","",""
"MenA",2057,1,"ETH","Ethiopia","","","",""
"MenA",2058,1,"ETH","Ethiopia","","","",""
"MenA",2059,1,"ETH","Ethiopia","","","",""
"MenA",2060,1,"ETH","Ethiopia","","","",""
"MenA",2061,1,"ETH","Ethiopia","","","",""
"MenA",2062,1,"ETH","Ethiopia","","","",""
"MenA",2063,1,"ETH","Ethiopia","","","",""
"MenA",2064,1,"ETH","Ethiopia","","","",""
"MenA",2065,1,"ETH","Ethiopia","","","",""
"MenA",2066,1,"ETH","Ethiopia","","","",""
"MenA",2067,1,"ETH","Ethiopia","","","",""
"MenA",2068,1,"ETH","Ethiopia","","","",""
"MenA",2069,1,"ETH","Ethiopia","","","",""
"MenA",2070,1,"ETH","Ethiopia","","","",""
"MenA",2071,1,"ETH","Ethiopia","","","",""
"MenA",2072,1,"ETH","Ethiopia","","","",""
"MenA",2073,1,"ETH","Ethiopia","","","",""
"MenA",2074,1,"ETH","Ethiopia","","","",""
"MenA",2075,1,"ETH","Ethiopia","","","",""
"MenA",2076,1,"ETH","Ethiopia","","","",""
"MenA",2077,1,"ETH","Ethiopia","","","",""
"MenA",2078,1,"ETH","Ethiopia","","","",""
"MenA",2079,1,"ETH","Ethiopia","","","",""
"MenA",2080,1,"ETH","Ethiopia","","","",""
"MenA",2081,1,"ETH","Ethiopia","","","",""
"MenA",2082,1,"ETH","Ethiopia","","","",""
"MenA",2083,1,"ETH","Ethiopia","","","",""
"MenA",2084,1,"ETH","Ethiopia","","","",""
"MenA",2085,1,"ETH","Ethiopia","","","",""
"MenA",2086,1,"ETH","Ethiopia","","","",""
"MenA",2087,1,"ETH","Ethiopia","","","",""
"MenA",2088,1,"ETH","Ethiopia","","","",""
"MenA",2089,1,"ETH","Ethiopia","","","",""
"MenA",2090,1,"ETH","Ethiopia","","","",""
"MenA",2091,1,"ETH","Ethiopia","","","",""
"MenA",2092,1,"ETH","Ethiopia","","","",""
"MenA",2093,1,"ETH","Ethiopia","","","",""
"MenA",2094,1,"ETH","Ethiopia","","","",""
"MenA",2095,1,"ETH","Ethiopia","","","",""
"MenA",2096,1,"ETH","Ethiopia","","","",""
"MenA",2097,1,"ETH","Ethiopia","","","",""
"MenA",2098,1,"ETH","Ethiopia","","","",""
"MenA",2099,1,"ETH","Ethiopia","","","",""
"MenA",2100,1,"ETH","Ethiopia","","","",""
"MenA",2000,2,"ETH","Ethiopia","","","",""
"MenA",2001,2,"ETH","Ethiopia","","","",""
"MenA",2002,2,"ETH","Ethiopia","","","",""
"MenA",2003,2,"ETH","Ethiopia","","","",""
"MenA",2004,2,"ETH","Ethiopia","","","",""
"MenA",2005,2,"ETH","Ethiopia","","","",""
"MenA",2006,2,"ETH","Ethiopia","","","",""
"MenA",2007,2,"ETH","Ethiopia","","","",""
"MenA",2008,2,"ETH","Ethiopia","","","",""
"MenA",2009,2,"ETH","Ethiopia","","","",""
"MenA",2010,2,"ETH","Ethiopia","","","",""
"MenA",2011,2,"ETH","Ethiopia","","","",""
"MenA",2012,2,"ETH","Ethiopia","","","",""
"MenA",2013,2,"ETH","Ethiopia","","","",""
"MenA",2014,2,"ETH","Ethiopia","","","",""
"MenA",2015,2,"ETH","Ethiopia","","","",""
"MenA",2016,2,"ETH","Ethiopia","","","",""
"MenA",2017,2,"ETH","Ethiopia","","","",""
"MenA",2018,2,"ETH","Ethiopia","","","",""
"MenA",2019,2,"ETH","Ethiopia","","","",""
"MenA",2020,2,"ETH","Ethiopia","","","",""
"MenA",2021,2,"ETH","Ethiopia","","","",""
"MenA",2022,2,"ETH","Ethiopia","","","",""
"MenA",2023,2,"ETH","Ethiopia","","","",""
"MenA",2024,2,"ETH","Ethiopia","","","",""
"MenA",2025,2,"ETH","Ethiopia","","","",""
"MenA",2026,2,"ETH","Ethiopia","","","",""
"MenA",2027,2,"ETH","Ethiopia","","","",""
"MenA",2028,2,"ETH","Ethiopia","","","",""
"MenA",2029,2,"ETH","Ethiopia","","","",""
"MenA",2030,2,"ETH","Ethiopia","","","",""
"MenA",2031,2,"ETH","Ethiopia","","","",""
"MenA",2032,2,"ETH","Ethiopia","","","",""
"MenA",2033,2,"ETH","Ethiopia","","","",""
"MenA",2034,2,"ETH","Ethiopia","","","",""
"MenA",2035,2,"ETH","Ethiopia","","","",""
"MenA",2036,2,"ETH","Ethiopia","","","",""
"MenA",2037,2,"ETH","Ethiopia","","","",""
"MenA",2038,2,"ETH","Ethiopia","","","",""
"MenA",2039,2,"ETH","Ethiopia","","","",""
"MenA",2040,2,"ETH","Ethiopia","","","",""
"MenA",2041,2,"ETH","Ethiopia","","","",""
"MenA",2042,2,"ETH","Ethiopia","","","",""
"MenA",2043,2,"ETH","Ethiopia","","","",""
"MenA",2044,2,"ETH","Ethiopia","","","",""
"MenA",2045,2,"ETH","Ethiopia","","","",""
"MenA",2046,2,"ETH","Ethiopia","","","",""
"MenA",2047,2,"ETH","Ethiopia","","","",""
"MenA",2048,2,"ETH","Ethiopia","","","",""
"MenA",2049,2,"ETH","Ethiopia","","","",""
"MenA",2050,2,"ETH","Ethiopia","","","",""
"MenA",2051,2,"ETH","Ethiopia","","","",""
"MenA",2052,2,"ETH","Ethiopia","","","",""
"MenA",2053,2,"ETH","Ethiopia","","","",""
"MenA",2054,2,"ETH","Ethiopia","","","",""
"MenA",2055,2,"ETH","Ethiopia","","","",""
"MenA",2056,2,"ETH","Ethiopia","","","",""
"MenA",2057,2,"ETH","Ethiopia","","","",""
"MenA",2058,2,"ETH","Ethiopia","","","",""
"MenA",2059,2,"ETH","Ethiopia","","","",""
"MenA",2060,2,"ETH","Ethiopia","","","",""
"MenA",2061,2,"ETH","Ethiopia","","","",""
"MenA",2062,2,"ETH","Ethiopia","","","",""
"MenA",2063,2,"ETH","Ethiopia","","","",""
"MenA",2064,2,"ETH","Ethiopia","","","",""
"MenA",2065,2,"ETH","Ethiopia","","","",""
"MenA",2066,2,"ETH","Ethiopia","","","",""
"MenA",2067,2,"ETH","Ethiopia","","","",""
"MenA",2068,2,"ETH","Ethiopia","","","",""
"MenA",2069,2,"ETH","Ethiopia","","","",""
"MenA",2070,2,"ETH","Ethiopia","","","",""
"MenA",2071,2,"ETH","Ethiopia","","","",""
"MenA",2072,2,"ETH","Ethiopia","","","",""
"MenA",2073,2,"ETH","Ethiopia","","","",""
"MenA",2074,2,"ETH","Ethiopia","","","",""
"MenA",2075,2,"ETH","Ethiopia","","","",""
"MenA",2076,2,"ETH","Ethiopia","","","",""
"MenA",2077,2,"ETH","Ethiopia","","","",""
"MenA",2078,2,"ETH","Ethiopia","","","",""
"MenA",2079,2,"ETH","Ethiopia","","","",""
"MenA",2080,2,"ETH","Ethiopia","","","",""
"MenA",2081,2,"ETH","Ethiopia","","","",""
"MenA",2082,2,"ETH","Ethiopia","","","",""
"MenA",2083,2,"ETH","Ethiopia","","","",""
"MenA",2084,2,"ETH","Ethiopia","","","",""
"MenA",2085,2,"ETH","Ethiopia","","","",""
"MenA",2086,2,"ETH","Ethiopia","","","",""
"MenA",2087,2,"ETH","Ethiopia","","","",""
"MenA",2088,2,"ETH","Ethiopia","","","",""
"MenA",2089,2,"ETH","Ethiopia","","","",""
"MenA",2090,2,"ETH","Ethiopia","","","",""
"MenA",2091,2,"ETH","Ethiopia","","","",""
"MenA",2092,2,"ETH","Ethiopia","","","",""
"MenA",2093,2,"ETH","Ethiopia","","","",""
"MenA",2094,2,"ETH","Ethiopia","","","",""
"MenA",2095,2,"ETH","Ethiopia","","","",""
"MenA",2096,2,"ETH","Ethiopia","","","",""
"MenA",2097,2,"ETH","Ethiopia","","","",""
"MenA",2098,2,"ETH","Ethiopia","","","",""
"MenA",2099,2,"ETH","Ethiopia","","","",""
"MenA",2100,2,"ETH","Ethiopia","","","",""
"MenA",2000,3,"ETH","Ethiopia","","","",""
"MenA",2001,3,"ETH","Ethiopia","","","",""
"MenA",2002,3,"ETH","Ethiopia","","","",""
"MenA",2003,3,"ETH","Ethiopia","","","",""
"MenA",2004,3,"ETH","Ethiopia","","","",""
"MenA",2005,3,"ETH","Ethiopia","","","",""
"MenA",2006,3,"ETH","Ethiopia","","","",""
"MenA",2007,3,"ETH","Ethiopia","","","",""
"MenA",2008,3,"ETH","Ethiopia","","","",""
"MenA",2009,3,"ETH","Ethiopia","","","",""
"MenA",2010,3,"ETH","Ethiopia","","","",""
"MenA",2011,3,"ETH","Ethiopia","","","",""
"MenA",2012,3,"ETH","Ethiopia","","","",""
"MenA",2013,3,"ETH","Ethiopia","","","",""
"MenA",2014,3,"ETH","Ethiopia","","","",""
"MenA",2015,3,"ETH","Ethiopia","","","",""
"MenA",2016,3,"ETH","Ethiopia","","","",""
"MenA",2017,3,"ETH","Ethiopia","","","",""
"MenA",2018,3,"ETH","Ethiopia","","","",""
"MenA",2019,3,"ETH","Ethiopia","","","",""
"MenA",2020,3,"ETH","Ethiopia","","","",""
"MenA",2021,3,"ETH","Ethiopia","","","",""
"MenA",2022,3,"ETH","Ethiopia","","","",""
"MenA",2023,3,"ETH","Ethiopia","","","",""
"MenA",2024,3,"ETH","Ethiopia","","","",""
"MenA",2025,3,"ETH","Ethiopia","","","",""
"MenA",2026,3,"ETH","Ethiopia","","","",""
"MenA",2027,3,"ETH","Ethiopia","","","",""
"MenA",2028,3,"ETH","Ethiopia","","","",""
"MenA",2029,3,"ETH","Ethiopia","","","",""
"MenA",2030,3,"ETH","Ethiopia","","","",""
"MenA",2031,3,"ETH","Ethiopia","","","",""
"MenA",2032,3,"ETH","Ethiopia","","","",""
"MenA",2033,3,"ETH","Ethiopia","","","",""
"MenA",2034,3,"ETH","Ethiopia","","","",""
"MenA",2035,3,"ETH","Ethiopia","","","",""
"MenA",2036,3,"ETH","Ethiopia","","","",""
"MenA",2037,3,"ETH","Ethiopia","","","",""
"MenA",2038,3,"ETH","Ethiopia","","","",""
"MenA",2039,3,"ETH","Ethiopia","","","",""
"MenA",2040,3,"ETH","Ethiopia","","","",""
"MenA",2041,3,"ETH","Ethiopia","","","",""
"MenA",2042,3,"ETH","Ethiopia","","","",""
"MenA",2043,3,"ETH","Ethiopia","","","",""
"MenA",2044,3,"ETH","Ethiopia","","","",""
"MenA",2045,3,"ETH","Ethiopia","","","",""
"MenA",2046,3,"ETH","Ethiopia","","","",""
"MenA",2047,3,"ETH","Ethiopia","","","",""
"MenA",2048,3,"ETH","Ethiopia","","","",""
"MenA",2049,3,"ETH","Ethiopia","","","",""
"MenA",2050,3,"ETH","Ethiopia","","","",""
"MenA",2051,3,"ETH","Ethiopia","","","",""
"MenA",2052,3,"ETH","Ethiopia","","","",""
"MenA",2053,3,"ETH","Ethiopia","","","",""
"MenA",2054,3,"ETH","Ethiopia","","","",""
"MenA",2055,3,"ETH","Ethiopia","","","",""
"MenA",2056,3,"ETH","Ethiopia","","","",""
"MenA",2057,3,"ETH","Ethiopia","","","",""
"MenA",2058,3,"ETH","Ethiopia","","","",""
"MenA",2059,3,"ETH","Ethiopia","","","",""
"MenA",2060,3,"ETH","Ethiopia","","","",""
"MenA",2061,3,"ETH","Ethiopia","","","",""
"MenA",2062,3,"ETH","Ethiopia","","","",""
"MenA",2063,3,"ETH","Ethiopia","","","",""
"MenA",2064,3,"ETH","Ethiopia","","","",""
"MenA",2065,3,"ETH","Ethiopia","","","",""
"MenA",2066,3,"ETH","Ethiopia","","","",""
"MenA",2067,3,"ETH","Ethiopia","","","",""
"MenA",2068,3,"ETH","Ethiopia","","","",""
"MenA",2069,3,"ETH","Ethiopia","","","",""
"MenA",2070,3,"ETH","Ethiopia","","","",""
"MenA",2071,3,"ETH","Ethiopia","","","",""
"MenA",2072,3,"ETH","Ethiopia","","","",""
"MenA",2073,3,"ETH","Ethiopia","","","",""
"MenA",2074,3,"ETH","Ethiopia","","","",""
"MenA",2075,3,"ETH","Ethiopia","","","",""
"MenA",2076,3,"ETH","Ethiopia","","","",""
"MenA",2077,3,"ETH","Ethiopia","","","",""
"MenA",2078,3,"ETH","Ethiopia","","","",""
"MenA",2079,3,"ETH","Ethiopia","","","",""
"MenA",2080,3,"ETH","Ethiopia","","","",""
"MenA",2081,3,"ETH","Ethiopia","","","",""
"MenA",2082,3,"ETH","Ethiopia","","","",""
"MenA",2083,3,"ETH","Ethiopia","","","",""
"MenA",2084,3,"ETH","Ethiopia","","","",""
"MenA",2085,3,"ETH","Ethiopia","","","",""
"MenA",2086,3,"ETH","Ethiopia","","","",""
"MenA",2087,3,"ETH","Ethiopia","","","",""
"MenA",2088,3,"ETH","Ethiopia","","","",""
"MenA",2089,3,"ETH","Ethiopia","","","",""
"MenA",2090,3,"ETH","Ethiopia","","","",""
"MenA",2091,3,"ETH","Ethiopia","","","",""
"MenA",2092,3,"ETH","Ethiopia","","","",""
"MenA",2093,3,"ETH","Ethiopia","","","",""
"MenA",2094,3,"ETH","Ethiopia","","","",""
"MenA",2095,3,"ETH","Ethiopia","","","",""
"MenA",2096,3,"ETH","Ethiopia","","","",""
"MenA",2097,3,"ETH","Ethiopia","","","",""
"MenA",2098,3,"ETH","Ethiopia","","","",""
"MenA",2099,3,"ETH","Ethiopia","","","",""
"MenA",2100,3,"ETH","Ethiopia","","","",""
"MenA",2000,4,"ETH","Ethiopia","","","",""
"MenA",2001,4,"ETH","Ethiopia","","","",""
"MenA",2002,4,"ETH","Ethiopia","","","",""
"MenA",2003,4,"ETH","Ethiopia","","","",""
"MenA",2004,4,"ETH","Ethiopia","","","",""
"MenA",2005,4,"ETH","Ethiopia","","","",""
"MenA",2006,4,"ETH","Ethiopia","","","",""
"MenA",2007,4,"ETH","Ethiopia","","","",""
"MenA",2008,4,"ETH","Ethiopia","","","",""
"MenA",2009,4,"ETH","Ethiopia","","","",""
"MenA",2010,4,"ETH","Ethiopia","","","",""
"MenA",2011,4,"ETH","Ethiopia","","","",""
"MenA",2012,4,"ETH","Ethiopia","","","",""
"MenA",2013,4,"ETH","Ethiopia","","","",""
"MenA",2014,4,"ETH","Ethiopia","","","",""
"MenA",2015,4,"ETH","Ethiopia","","","",""
"MenA",2016,4,"ETH","Ethiopia","","","",""
"MenA",2017,4,"ETH","Ethiopia","","","",""
"MenA",2018,4,"ETH","Ethiopia","","","",""
"MenA",2019,4,"ETH","Ethiopia","","","",""
"MenA",2020,4,"ETH","Ethiopia","","","",""
"MenA",2021,4,"ETH","Ethiopia","","","",""
"MenA",2022,4,"ETH","Ethiopia","","","",""
"MenA",2023,4,"ETH","Ethiopia","","","",""
"MenA",2024,4,"ETH","Ethiopia","","","",""
"MenA",2025,4,"ETH","Ethiopia","","","",""
"MenA",2026,4,"ETH","Ethiopia","","","",""
"MenA",2027,4,"ETH","Ethiopia","","","",""
"MenA",2028,4,"ETH","Ethiopia","","","",""
"MenA",2029,4,"ETH","Ethiopia","","","",""
"MenA",2030,4,"ETH","Ethiopia","","","",""
"MenA",2031,4,"ETH","Ethiopia","","","",""
"MenA",2032,4,"ETH","Ethiopia","","","",""
"MenA",2033,4,"ETH","Ethiopia","","","",""
"MenA",2034,4,"ETH","Ethiopia","","","",""
"MenA",2035,4,"ETH","Ethiopia","","","",""
"MenA",2036,4,"ETH","Ethiopia","","","",""
"MenA",2037,4,"ETH","Ethiopia","","","",""
"MenA",2038,4,"ETH","Ethiopia","","","",""
"MenA",2039,4,"ETH","Ethiopia","","","",""
"MenA",2040,4,"ETH","Ethiopia","","","",""
"MenA",2041,4,"ETH","Ethiopia","","","",""
"MenA",2042,4,"ETH","Ethiopia","","","",""
"MenA",2043,4,"ETH","Ethiopia","","","",""
"MenA",2044,4,"ETH","Ethiopia","","","",""
"MenA",2045,4,"ETH","Ethiopia","","","",""
"MenA",2046,4,"ETH","Ethiopia","","","",""
"MenA",2047,4,"ETH","Ethiopia","","","",""
"MenA",2048,4,"ETH","Ethiopia","","","",""
"MenA",2049,4,"ETH","Ethiopia","","","",""
"MenA",2050,4,"ETH","Ethiopia","","","",""
"MenA",2051,4,"ETH","Ethiopia","","","",""
"MenA",2052,4,"ETH","Ethiopia","","","",""
"MenA",2053,4,"ETH","Ethiopia","","","",""
"MenA",2054,4,"ETH","Ethiopia","","","",""
"MenA",2055,4,"ETH","Ethiopia","","","",""
"MenA",2056,4,"ETH","Ethiopia","","","",""
"MenA",2057,4,"ETH","Ethiopia","","","",""
"MenA",2058,4,"ETH","Ethiopia","","","",""
"MenA",2059,4,"ETH","Ethiopia","","","",""
"MenA",2060,4,"ETH","Ethiopia","","","",""
"MenA",2061,4,"ETH","Ethiopia","","","",""
"MenA",2062,4,"ETH","Ethiopia","","","",""
"MenA",2063,4,"ETH","Ethiopia","","","",""
"MenA",2064,4,"ETH","Ethiopia","","","",""
"MenA",2065,4,"ETH","Ethiopia","","","",""
"MenA",2066,4,"ETH","Ethiopia","","","",""
"MenA",2067,4,"ETH","Ethiopia","","","",""
"MenA",2068,4,"ETH","Ethiopia","","","",""
"MenA",2069,4,"ETH","Ethiopia","","","",""
"MenA",2070,4,"ETH","Ethiopia","","","",""
"MenA",2071,4,"ETH","Ethiopia","","","",""
"MenA",2072,4,"ETH","Ethiopia","","","",""
"MenA",2073,4,"ETH","Ethiopia","","","",""
"MenA",2074,4,"ETH","Ethiopia","","","",""
"MenA",2075,4,"ETH","Ethiopia","","","",""
"MenA",2076,4,"ETH","Ethiopia","","","",""
"MenA",2077,4,"ETH","Ethiopia","","","",""
"MenA",2078,4,"ETH","Ethiopia","","","",""
"MenA",2079,4,"ETH","Ethiopia","","","",""
"MenA",2080,4,"ETH","Ethiopia","","","",""
"MenA",2081,4,"ETH","Ethiopia","","","",""
"MenA",2082,4,"ETH","Ethiopia","","","",""
"MenA",2083,4,"ETH","Ethiopia","","","",""
"MenA",2084,4,"ETH","Ethiopia","","","",""
"MenA",2085,4,"ETH","Ethiopia","","","",""
"MenA",2086,4,"ETH","Ethiopia","","","",""
"MenA",2087,4,"ETH","Ethiopia","","","",""
"MenA",2088,4,"ETH","Ethiopia","","","",""
"MenA",2089,4,"ETH","Ethiopia","","","",""
"MenA",2090,4,"ETH","Ethiopia","","","",""
"MenA",2091,4,"ETH","Ethiopia","","","",""
"MenA",2092,4,"ETH","Ethiopia","","","",""
"MenA",2093,4,"ETH","Ethiopia","","","",""
"MenA",2094,4,"ETH","Ethiopia","","","",""
"MenA",2095,4,"ETH","Ethiopia","","","",""
"MenA",2096,4,"ETH","Ethiopia","","","",""
"MenA",2097,4,"ETH","Ethiopia","","","",""
"MenA",2098,4,"ETH","Ethiopia","","","",""
"MenA",2099,4,"ETH","Ethiopia","","","",""
"MenA",2100,4,"ETH","Ethiopia","","","",""
"MenA",2000,5,"ETH","Ethiopia","","","",""
"MenA",2001,5,"ETH","Ethiopia","","","",""
"MenA",2002,5,"ETH","Ethiopia","","","",""
"MenA",2003,5,"ETH","Ethiopia","","","",""
"MenA",2004,5,"ETH","Ethiopia","","","",""
"MenA",2005,5,"ETH","Ethiopia","","","",""
"MenA",2006,5,"ETH","Ethiopia","","","",""
"MenA",2007,5,"ETH","Ethiopia","","","",""
"MenA",2008,5,"ETH","Ethiopia","","","",""
"MenA",2009,5,"ETH","Ethiopia","","","",""
"MenA",2010,5,"ETH","Ethiopia","","","",""
