"disease","run_id","year","age","country","country_name","cohort_size","deaths","cases","dalys"
"PCV",18,2018,0,"PAK","Pakistan","","","",""
"PCV",19,2018,0,"PAK","Pakistan","","","",""
"PCV",20,2018,0,"PAK","Pakistan","","","",""
"PCV",1,2019,0,"PAK","Pakistan","","","",""
"PCV",2,2019,0,"PAK","Pakistan","","","",""
"PCV",3,2019,0,"PAK","Pakistan","","","",""
"PCV",4,2019,0,"PAK","Pakistan","","","",""
"PCV",5,2019,0,"PAK","Pakistan","","","",""
"PCV",6,2019,0,"PAK","Pakistan","","","",""
"PCV",7,2019,0,"PAK","Pakistan","","","",""
"PCV",8,2019,0,"PAK","Pakistan","","","",""
"PCV",9,2019,0,"PAK","Pakistan","","","",""
"PCV",10,2019,0,"PAK","Pakistan","","","",""
"PCV",11,2019,0,"PAK","Pakistan","","","",""
"PCV",12,2019,0,"PAK","Pakistan","","","",""
"PCV",13,2019,0,"PAK","Pakistan","","","",""
"PCV",14,2019,0,"PAK","Pakistan","","","",""
"PCV",15,2019,0,"PAK","Pakistan","","","",""
"PCV",16,2019,0,"PAK","Pakistan","","","",""
"PCV",17,2019,0,"PAK","Pakistan","","","",""
"PCV",18,2019,0,"PAK","Pakistan","","","",""
"PCV",19,2019,0,"PAK","Pakistan","","","",""
"PCV",20,2019,0,"PAK","Pakistan","","","",""
"PCV",1,2020,0,"PAK","Pakistan","","","",""
"PCV",2,2020,0,"PAK","Pakistan","","","",""
"PCV",3,2020,0,"PAK","Pakistan","","","",""
"PCV",4,2020,0,"PAK","Pakistan","","","",""
"PCV",5,2020,0,"PAK","Pakistan","","","",""
"PCV",6,2020,0,"PAK","Pakistan","","","",""
"PCV",7,2020,0,"PAK","Pakistan","","","",""
"PCV",8,2020,0,"PAK","Pakistan","","","",""
"PCV",9,2020,0,"PAK","Pakistan","","","",""
"PCV",10,2020,0,"PAK","Pakistan","","","",""
"PCV",11,2020,0,"PAK","Pakistan","","","",""
"PCV",12,2020,0,"PAK","Pakistan","","","",""
"PCV",13,2020,0,"PAK","Pakistan","","","",""
"PCV",14,2020,0,"PAK","Pakistan","","","",""
"PCV",15,2020,0,"PAK","Pakistan","","","",""
"PCV",16,2020,0,"PAK","Pakistan","","","",""
"PCV",17,2020,0,"PAK","Pakistan","","","",""
"PCV",18,2020,0,"PAK","Pakistan","","","",""
"PCV",19,2020,0,"PAK","Pakistan","","","",""
"PCV",20,2020,0,"PAK","Pakistan","","","",""
"PCV",1,2021,0,"PAK","Pakistan","","","",""
"PCV",2,2021,0,"PAK","Pakistan","","","",""
"PCV",3,2021,0,"PAK","Pakistan","","","",""
"PCV",4,2021,0,"PAK","Pakistan","","","",""
"PCV",5,2021,0,"PAK","Pakistan","","","",""
"PCV",6,2021,0,"PAK","Pakistan","","","",""
"PCV",7,2021,0,"PAK","Pakistan","","","",""
"PCV",8,2021,0,"PAK","Pakistan","","","",""
"PCV",9,2021,0,"PAK","Pakistan","","","",""
"PCV",10,2021,0,"PAK","Pakistan","","","",""
"PCV",11,2021,0,"PAK","Pakistan","","","",""
"PCV",12,2021,0,"PAK","Pakistan","","","",""
"PCV",13,2021,0,"PAK","Pakistan","","","",""
"PCV",14,2021,0,"PAK","Pakistan","","","",""
"PCV",15,2021,0,"PAK","Pakistan","","","",""
"PCV",16,2021,0,"PAK","Pakistan","","","",""
"PCV",17,2021,0,"PAK","Pakistan","","","",""
"PCV",18,2021,0,"PAK","Pakistan","","","",""
"PCV",19,2021,0,"PAK","Pakistan","","","",""
"PCV",20,2021,0,"PAK","Pakistan","","","",""
"PCV",1,2022,0,"PAK","Pakistan","","","",""
"PCV",2,2022,0,"PAK","Pakistan","","","",""
"PCV",3,2022,0,"PAK","Pakistan","","","",""
"PCV",4,2022,0,"PAK","Pakistan","","","",""
"PCV",5,2022,0,"PAK","Pakistan","","","",""
"PCV",6,2022,0,"PAK","Pakistan","","","",""
"PCV",7,2022,0,"PAK","Pakistan","","","",""
"PCV",8,2022,0,"PAK","Pakistan","","","",""
"PCV",9,2022,0,"PAK","Pakistan","","","",""
"PCV",10,2022,0,"PAK","Pakistan","","","",""
"PCV",11,2022,0,"PAK","Pakistan","","","",""
"PCV",12,2022,0,"PAK","Pakistan","","","",""
"PCV",13,2022,0,"PAK","Pakistan","","","",""
"PCV",14,2022,0,"PAK","Pakistan","","","",""
"PCV",15,2022,0,"PAK","Pakistan","","","",""
"PCV",16,2022,0,"PAK","Pakistan","","","",""
"PCV",17,2022,0,"PAK","Pakistan","","","",""
"PCV",18,2022,0,"PAK","Pakistan","","","",""
"PCV",19,2022,0,"PAK","Pakistan","","","",""
"PCV",20,2022,0,"PAK","Pakistan","","","",""
"PCV",1,2023,0,"PAK","Pakistan","","","",""
"PCV",2,2023,0,"PAK","Pakistan","","","",""
"PCV",3,2023,0,"PAK","Pakistan","","","",""
"PCV",4,2023,0,"PAK","Pakistan","","","",""
"PCV",5,2023,0,"PAK","Pakistan","","","",""
"PCV",6,2023,0,"PAK","Pakistan","","","",""
"PCV",7,2023,0,"PAK","Pakistan","","","",""
"PCV",8,2023,0,"PAK","Pakistan","","","",""
"PCV",9,2023,0,"PAK","Pakistan","","","",""
"PCV",10,2023,0,"PAK","Pakistan","","","",""
"PCV",11,2023,0,"PAK","Pakistan","","","",""
"PCV",12,2023,0,"PAK","Pakistan","","","",""
"PCV",13,2023,0,"PAK","Pakistan","","","",""
"PCV",14,2023,0,"PAK","Pakistan","","","",""
"PCV",15,2023,0,"PAK","Pakistan","","","",""
"PCV",16,2023,0,"PAK","Pakistan","","","",""
"PCV",17,2023,0,"PAK","Pakistan","","","",""
"PCV",18,2023,0,"PAK","Pakistan","","","",""
"PCV",19,2023,0,"PAK","Pakistan","","","",""
"PCV",20,2023,0,"PAK","Pakistan","","","",""
"PCV",1,2024,0,"PAK","Pakistan","","","",""
"PCV",2,2024,0,"PAK","Pakistan","","","",""
"PCV",3,2024,0,"PAK","Pakistan","","","",""
"PCV",4,2024,0,"PAK","Pakistan","","","",""
"PCV",5,2024,0,"PAK","Pakistan","","","",""
"PCV",6,2024,0,"PAK","Pakistan","","","",""
"PCV",7,2024,0,"PAK","Pakistan","","","",""
"PCV",8,2024,0,"PAK","Pakistan","","","",""
"PCV",9,2024,0,"PAK","Pakistan","","","",""
"PCV",10,2024,0,"PAK","Pakistan","","","",""
"PCV",11,2024,0,"PAK","Pakistan","","","",""
"PCV",12,2024,0,"PAK","Pakistan","","","",""
"PCV",13,2024,0,"PAK","Pakistan","","","",""
